book_id,author,translator,publisher
40618,علیرضا عالی‌زاده,,انتشارات نظری
40619,ویلیام شکسپیر,علی اصغر  حکمت,نوین کتاب گویا
40620,فیلیس هستینگز,بهمن فرزانه,نوین کتاب گویا
40621,ار .ام بلنتاین,آرمین هدایتی,بنگاه ترجمه و نشر کتاب پارسه
40624,ژان پل سارتر,قاسم صنعوی,بنگاه ترجمه و نشر کتاب پارسه
40626,هوارد پایل,پروین ادیب,بنگاه ترجمه و نشر کتاب پارسه
40628,یوهان داوید ویس,پروین ادیب,بنگاه ترجمه و نشر کتاب پارسه
40630,آنتوان چخوف,پرویز شهدی,بنگاه ترجمه و نشر کتاب پارسه
40631,ژول ورن,آرمین هدایتی,بنگاه ترجمه و نشر کتاب پارسه
40632,محمد قاسم‌زاده,,نوین کتاب گویا
40633,مارک تواین,پروین ادیب,بنگاه ترجمه و نشر کتاب پارسه
40636,مارک تواین,آرمین هدایتی,بنگاه ترجمه و نشر کتاب پارسه
7869,معصومه  پاکروان,,انتشارات پر
40638,یانکو لاروین,زهرا سالمی,بنگاه ترجمه و نشر کتاب پارسه
7871,سیدعبدالحمید ضیایی,,انتشارات هزاره ققنوس
40639,آنتوان چخوف,پرویز شهدی,بنگاه ترجمه و نشر کتاب پارسه
40641,لوییزا می الکات,پروین ادیب,بنگاه ترجمه و نشر کتاب پارسه
40646,,,روزنامه ایران ورزشی
7881,,,روزنامه اعتماد
40653,,,روزنامه وطن امروز
40659,مارک ویکتور  هانسن,محمد یزدانی,شادن پژواک
7893,,,انتشارات سوره مهر
7895,شارلوت مری ماتیسن,میمنت دانا,انتشارات پر
7897,,,انتشارات هزاره ققنوس
40665,اورهان پاموک,ارسلان  فصیحی,نوین کتاب گویا
7915,ابوالقاسم علیان‌نژادی,,انتشارات امام علی بن ابی طالب (ع)
7916,محمدعلی  آقامیرزایی,,انتشارات سوره مهر
7918,جبران خلیل جبران,مهدی  سرحدی,کلیدر
40686,,,روزنامه ایران ورزشی
7922,هارولد آلبرت‌لمب,صادق  رضازاده شفق,انتشارات پر
40698,محمد آسیابانی,,انتشارات ورا
40706,آرش قلعه گلاب,,انتشارات ورا
40707,فاطمه حسن‌پور,,انتشارات ورا
40710,ژرژ ساند,روشنک آذری,انتشارات ورا
7943,نعیم  قاسم,مسعود ‌فکری,انتشارات بین‌المللی الهدی
7944,جبران خلیل جبران,مهدی  سرحدی,کلیدر
40712,احمد امید,عارف جمشیدی,انتشارات ورا
40713,لئوپولدو آلاس,مونا مؤیدی,انتشارات ورا
40715,دنیس جانسون,علی معصومی,انتشارات ورا
40718,اوئدا آکیناری,آنتونی چمبرز,انتشارات ورا
40720,دان دلیلو,مجتبی ویسی,انتشارات ورا
40721,هاروکی موراکامی,مریم حسین‌نژاد,انتشارات ورا
40722,آندریا لوی,کاوه جلالی,انتشارات ورا
40723,موساشی میاموتو,ویکتور هریس,انتشارات ورا
40725,,,ماهنامه اندیشه پویا
7960,لزان  کلاناهان,شیوا  اطمینان,نشر قطره
7961,گوئو  شیائولو,ریحانه  وادی دار,گروه انتشاراتی ققنوس
40738,جی.جی. بالارد,علی‌اصغر بهرامی,نوین کتاب گویا
40739,کارلوس فوئنتس,علی‌اکبر فلاحی,نوین کتاب گویا
40742,امی هارمون,نیوشا راستی,نشر مصدق
7983,علی  عبدالرضایی,,بوتیمار
40754,جبران خلیل جبران,,نوین کتاب گویا
7987,جبران خلیل جبران,مهدی  سرحدی,کلیدر
40756,مصطفی مستور,,نوین کتاب گویا
40757,بهمن فرزانه,,نوین کتاب گویا
40759,هاروکی موراکامی,مونا حسینی,نوین کتاب گویا
40760,پیمان اسماعیلی,,نوین کتاب گویا
40763,مارک تواین,محمد قاضی,نوین کتاب گویا
40764,هاروکی موراکامی,فرزین  فرزام,نوین کتاب گویا
40765,پائولو کوئیلو,آرش حجازی,نوین کتاب گویا
40768,مارک ویکتور  هانسن,,شادن پژواک
40769,اسماعیل فصیح,,نوین کتاب گویا
8014,,,روزنامه کیهان
40784,سیدقاسم یاحسینی,,انتشارات سوره مهر
40786,محمدعلی علومی,,انتشارات سوره مهر
40788,عماد جبار زعلان کنعانی,مهرداد آزاد,انتشارات سوره مهر
40791,ثامر حمود الخالصی,محمدحسین زوار کعبه,انتشارات سوره مهر
40793,جهانگیر خسروشاهی,,انتشارات سوره مهر
40795,علی‌رضا کمری,,انتشارات سوره مهر
40799,حسین رسائل,,نشر مشکی
40801,شارل منتسکیو,علیرضا بهنام,نشر مشکی
40804,رابیندرانات تاگور,علیرضا بهنام,نشر مشکی
8037,تام راجرز,نادیا زکالوند,انتشارات سوره مهر
40805,مارک ویکتور  هانسن,,شادن پژواک
40809,لارس اسوندسن,آیدین رشیدی,نشر مشکی
40812,الیستر کرول,,سبکتو
40813,مارک ویکتور  هانسن,,شادن پژواک
40816,,,ناشر مؤلف
8052,جبران خلیل جبران,مهدی  سرحدی,کلیدر
8053,سید حسین  میثمی,,انتشارات سوره مهر
8056,محمدرضا انصاری,,انتشارات دلیل ما
40830,,,روزنامه وطن امروز
40835,سمیه اکبری‌فرد,,انتشارات آثار سبز
40842,کورالین برد شاو,,انتشارات تحول
40846,سیدمحمد صاحبی,,انتشارات سوره مهر
8079,,,کلیک
8080,جبران خلیل جبران,مهدی  سرحدی,کلیدر
8081,محمدرضا انصاری,,انتشارات دلیل ما
40848,محمد رحیمی,,انتشارات سوره مهر
40849,میلاد عرفان پور,,انتشارات سوره مهر
40850,محمدحسن جمشیدی,,انتشارات سوره مهر
8085,سیدمحسن  آل‌ سیدغفور,,رخداد نو
8086,چیستا یثربی,,ناشر مؤلف
40852,راضیه تجار,,انتشارات سوره مهر
40859,حسام‌الدین  مقامی‌کیا,,انتشارات سوره مهر
8092,,,هفته‌نامه پنجره
40861,محمد‌اسماعیل حاجی‌علیان,,انتشارات سوره مهر
40868,سیدمحمد صاحبی,,انتشارات سوره مهر
40870,بیژن کیا,,انتشارات سوره مهر
8110,محمدرضا انصاری,,انتشارات دلیل ما
8111,امیر سعید الهی,,انتشارات بین‌المللی الهدی
8112,احمد  آرام,,ناشر مؤلف
8113,اسکات  فیتز جرالد,سهیل سُمّی,گروه انتشاراتی ققنوس
40879,افسانه شعبان‌نژاد,,انتشارات سوره مهر
40886,,,تناسب
8130,جبران خلیل جبران,مهدی  سرحدی,کلیدر
8131,,,دیده بان آی تی
8132,احمد  بیگدلی,,انتشارات آگه
8133,آلبا  دِ سِس‌ پِدِس,بهمن فرزانه,گروه انتشاراتی ققنوس
8135,,,ماهنامه اندیشه پویا
40914,تام تیلور,,گروه هنری بلوار
40917,الیزابت سالزمن,مهدیه رحیمی,آوا رسا
8153,محمدرضا انصاری,,انتشارات دلیل ما
8154,اکبر  سلیمان‌نژاد,,انتشارات ورای دانش
8156,النور گراهام,شهلا طهماسبی,انتشارات پریان
8158,مارتین ویدمارک,نامدار  ناصر قصری,انتشارات پریان
8160,جبران خلیل جبران,مهدی  سرحدی,کلیدر
8163,حسین سوزنچی,,انتشارات سدید
8164,سیدعلی‌اصغر علوی,,انتشارات سدید
40939,آلبر کامو,آناهیتا تدین,انتشارات ماه آوا
40940,آنیک کوژان,بیژن  اشتری,انتشارات ماه آوا
40941,یون سون کیم,زینب کاظم‌خواه,انتشارات ماه آوا
40942,جوجو مویز,شیدا رضایی,انتشارات ماه آوا
40943,فردریک بکمن,الهام رعایی,انتشارات ماه آوا
40945,کارلو کلودی,علی امیر ریاحی,انتشارات ماه آوا
8180,,,کلیک
8181,محمد انصاری,,انتشارات دلیل ما
40952,دوری یانگ,,سبکتو
8186,,,ماهنامه طنز و کارتون خط خطی
8187,جبران خلیل جبران,مهدی  سرحدی,کلیدر
40963,,,روزنامه ایران ورزشی
40967,,,روزنامه سازندگی
8205,هادی  وحیدی,,انتشارات سوره مهر
40976,,,سپیده دانایی
8209,فیلیپه فرناندس  آرمستو,شهربانو  صارمی,گروه انتشاراتی ققنوس
8210,احمد  شاکری,,انتشارات سوره مهر
8211,صادق  عاشورپور,,انتشارات سوره مهر
8212,ناظم  حکمت,رامین  عباس‌زاده,بوتیمار
8213,خاویر  کرمنت,اسحاق  احمدی,انتشارات شبگون
8214,رابرت  ایروین,رضا مرتضوی,انتشارات چرخ زمان
8215,,,هفته‌نامه امرداد
8231,,,نشریه شهرت
8233,محمدرضا انصاری,,انتشارات دلیل ما
41002,مارک ویکتور  هانسن,,شادن پژواک
8235,اسکار وایلد,رضا  عقیلی,انتشارات جامی
8236,م.  ام‌ المحسن,اس‍م‍اع‍ی‍ل‌‌‫  ان‍ص‍اری‌ زن‍ج‍ان‍ی‌ خ‍وئ‍ی‍ن‍ی‌,انتشارات دلیل ما
41010,,,فصلنامه آرمان‌گرا
8243,,,روزنامه کیهان
8254,سید حمید  موسوی گرمارودی,,انتشارات دلیل ما
8255,محمدرضا انصاری,,انتشارات دلیل ما
8259,ف. ام ‌محمد,,انتشارات دلیل ما
8261,ز.  ام مهدی,,انتشارات دلیل ما
41031,مهدی صادقی,,انتشارات رسم
8265,فاطمه  ملکی,,انتشارات سوره مهر
41041,آنیک کوژان,بیژن  اشتری,نشر ثالث
41045,ادواردو مندوسا گاریگا,مجتبی ویسی,نشر ثالث
8278,نجم‌الدین طبسی,,انتشارات دلیل ما
8279,رومن  گاری,کیومرث پارسای,انتشارات جامی
8280,گروه معارف و علوم اسلامی حوزه علمیه قم .,,انتشارات امام علی بن ابی طالب (ع)
8281,احمد  بیگدلی,,انتشارات آگه
41046,ماکس وبر,محسن ثلاثی,نشر ثالث
8283,محمدرضا  ذوالعلی,,نشر نون
8284,خاویر  کرمنت,اسحاق  احمدی,انتشارات شبگون
8285,باربارا   وارام,ایلیا  بهارلو,انتشارات سوره مهر
8286,باب ام.  فنیس ,محسن  شاهین‌پور ,انتشارات سوره مهر
41047,رزماری سالیوان,بیژن  اشتری,نشر ثالث
8288,,,مجله روشن
41048,کارمن بن لادن,علیرضا میر اسداله,نشر ثالث
8290,مهدی  اخلاقی,,مرکز نشر دانشگاه امیرکبیر
41050,داتا تریا,,نشر ثالث
8292,سید محمد تقی لواسانی,,مرکز نشر دانشگاه امیرکبیر
41052,مارک ویکتور  هانسن,,شادن پژواک
41054,یون سون کیم,زینب کاظم‌خواه,نشر ثالث
41063,هانا آرنت,سارا اسکندری,انتشارات خرد سرخ
8308,خاویر  کرمنت,اسحاق  احمدی,انتشارات شبگون
8310,نغمه  دهقانی,,انتشارات به‌نگار
41078,اوریانا  فالاچی,سعید گوهری راد,انتشارات توسن دانش
8312,عباس  نیکزاد,,نشر معارف
8314,,,مجله طنز و کاریکاتور بزنگاه
8315,,,مجله زندگی ایده‌آل
41082,رنا برانچ,,نشر هیرمند
41085,مارک ویکتور  هانسن,,شادن پژواک
41086,آرتور لوین,عطیه سادات میرخانی,نشر هیرمند
41087,جیمز گیلورد,روجا خداپرست,نشر هیرمند
41091,م. مودب‌پور ,,انتشارات نسل نواندیش
41093,هاینریش بل,سارنگ ملکوتی,انتشارات نگاه
41094,هاینریش بل,,انتشارات نگاه
41095,آلیس  مونرو,پگاه جهاندار,انتشارات نگاه
41101,مارک ویکتور  هانسن,,شادن پژواک
41102,هاینریش بل,,انتشارات نگاه
41104,هاروکی موراکامی,گیتا گرکانی,انتشارات نگاه
8337,جودیت  کِر,روح‌انگیز  شریفیان,انتشارات مروارید
41106,پل آردن,,کتاب‌های صوتی کتابسرای نیک
41107,لئوناردو شیاشا,مهدی سحابی,انتشارات نگاه
8340,,,هفته‌نامه صدا
8341,جمیل  جبر,مهدی  سرحدی,کلیدر
8342,اروین  د. یالوم,کیومرث پارسای,انتشارات جامی
41108,چارلز چاپلین,حسن مرندی,انتشارات نگاه
8344,بریل  بینبریج,سلما رضوان‌جو,نشر شورآفرین
8345,بلا لیپتک,عباس عباسی,مرکز نشر دانشگاه امیرکبیر
8346,چیستا یثربی,,ناشر مؤلف
41109,نیکولو آمانیتی,محیا بیات,نشر چشمه
41110,,,فصلنامه آرمان‌گرا
41111,,,روزنامه صبح نو
41125,مصطفی  نجفی,,نشر گل‌واژه
41126,سمیه جیریایی,,نشر گل‌واژه
41130,,,روزنامه سازندگی
8367,ژان پل سارتر,محمود بهفروزی,انتشارات جامی
8369,محمدابراهیم ضرابیها,,کلیدر
8370,وودی آلن,مازیار  عطاریه,نشر شورآفرین
8372,,,روزنامه ایران ورزشی
8387,کریستن  دابروفسکی,رحمت  امینی ,انتشارات دفتر پژوهش‌های فرهنگی
8390,سید ولی  هاشمی,,انتشارات سوره مهر
8391,چیستا یثربی,,کتاب کوله پشتی
8392,چیستا یثربی,,کتاب کوله پشتی
8393,چیستا یثربی,,کتاب کوله پشتی
8394,چیستا یثربی,,کتاب کوله پشتی
8395,چیستا یثربی,,کتاب کوله پشتی
8396,چیستا یثربی,,کتاب کوله پشتی
8397,چیستا یثربی,,کتاب کوله پشتی
8398,چیستا یثربی,,کتاب کوله پشتی
8399,چیستا یثربی,,کتاب کوله پشتی
8400,چیستا یثربی,,کتاب کوله پشتی
8401,چیستا یثربی,,کتاب کوله پشتی
8402,چیستا یثربی,,کتاب کوله پشتی
8403,چیستا یثربی,,کتاب کوله پشتی
41170,,,روزنامه خراسان
8405,جان  جیانویتو,آرمان صالحی,نشر شورآفرین
8406,بهرام  اردبیلی,,بوتیمار
8407,مهرداد  اوستا,,انتشارات سوره مهر
8408,کرول  وایتلی ,مهدی غبرایی,انتشارات سوره مهر
8410,,,روزنامه شرق
8415,بو  آیسبت,اعظم جوزدانی,نشر سیزده
8417,آلبا  دِ سِس‌ پِدِس,بهمن فرزانه,گروه انتشاراتی ققنوس
8419,مارک تواین,سعید بافندی,انتشارات جامی
8420,جورج اورول,سیروس  نورآبادی,نشر شورآفرین
8423,,مجید عاطفی,دانش نگاران برنا
8428,علی قانع,,انتشارات سوره مهر
8449,بهناز  رجبی,,نشر شورآفرین
8470,چیستا یثربی,,کتاب کوله پشتی
8488,علی  خراسانی ,,نشر جمال
8490,ناصر  شجاعی,,نشر تالیا
8492,هاروکی موراکامی,غزال  رمضانی,ناشر مؤلف
8509,محسن  سنچولی پردل,,انتشارات سوره مهر
8510,غلامرضا  حسینعلی‌بیگی,,فدک ایساتیس
8513,تیم اوبراین,آراز بارسقیان,ناشر مؤلف
8515,شروود  اندرسن,علی  جعفری,انتشارات هرست
8517,,,روزنامه کیهان
8529,الکساندر دوما,سیده آرام  رضوی,نشر آبشن
8530,تینا  محمدحسینی,,انتشارات آگه
8533,بریل  بینبریج,آزاده  فانی,نشر شورآفرین
8535,علی جعفری هُرستانی,,انتشارات سدید
8550,جایزه ادبی طهران,,انتشارات سوره مهر
8552,,,کلیک
8554,جی. دی. سلینجر,کیومرث پارسای,انتشارات جامی
8556,,,ماهنامه گزارش موسیقی
8558,,,روزنامه شرق
8566,,,روزنامه کیهان
8575,سامان  ح اصفهانی,,نشر شورآفرین
8576,آگوتا  کریستوف,اصغر نوری,انتشارات مروارید
8577,حسن  فیاد,,نشر ثالث
8578,,,هفته‌نامه صدا
8595,,,گروه انتشاراتی ققنوس
8596,شمس  آقاجانی,,بوتیمار
8598,چیستا یثربی,,ناشر مؤلف
8600,سهراب  فاضل,,انتشارات سوره مهر
8616,,,روزنامه شرق
8618,حسن بهرامی,,انتشارات سوره مهر
8619,,,کلیک
8620,غلامرضا  حسینعلی‌بیگی,,فدک ایساتیس
8621,کریستینا  لمب,هانیه چوپانی,کتاب کوله پشتی
8622,سیمون  میر ,نادر  هوشمندیار,نشر شورآفرین
8623,امیرحسین شهگلی,,انتشارات سدید
8641,,,مجله تهران
8642,علی  کرمی,,نشر نون
8644,اکبر  جاهدی,,نشر جمال
8645,دیوید  هر,آراز بارسقیان,ناشر مؤلف
8647,رونالد  برگن,آرمان صالحی,نشر شورآفرین
8653,مجتبی  رضایی,,مجتبی رضایی
8669,سید  فیلد,سیدجلیل  شاهری لنگرودی,انتشارات سوره مهر
8670,امام خمینی(ره),,نشر جمال
8674,علیرضا  سیف‌الدینی,,گروه انتشاراتی ققنوس
8692,استفان  هافمن,مصطفی  خانزاده,انتشارات آوای نور
8694,کاظم سعیدپور,,نشر جمال
8695,سیروس  همتی,,انتشارات سوره مهر
8713,آفاق  مسعود,محمود  مهدوی,نشر شورآفرین
8714,ابن فریدون  شاه ختایی,,گروه انتشاراتی ققنوس
8715,کوروش علیانی,,انتشارات سوره مهر
8719,احسان صادقی یزدان آباد,,انتشارات آرنا
8720,سیده مریم  خامسی,,انتشارات آرنا
8721,مژگان عباس‌بیدلی,,انتشارات آرنا
8737,عادل پیغامی,,انتشارات سدید
8740,نیکول  روزن,شهرزاد  همامی,نشر شورآفرین
8743,رویا  هدایتی,,گروه انتشاراتی ققنوس
8760,,,کلیک
8763,,,روزنامه مردم سالاری
8779,لسلی  پوکل,مژده غفاری,نشر افکار
8781,محمدرضا انصاری,,انتشارات دلیل ما
8783,,,گروه انتشاراتی ققنوس
8799,غلامرضا حیدری‌ابهری,,نشر جمال
8801,محمد هادی  ایراندوست,,انتشارات سوره مهر
8803,میرجلال‌الدین  کزازی,,نشر شورآفرین
8804,امید مهدی‌نژاد,,انتشارات سپیده باوران
8805,ادگار  ویلمز,مهران  پورمندان,نشر افکار
8807,محمدکاظم کاظمی,,انتشارات سپیده باوران
8808,میلاد عرفان پور,,انتشارات سپیده باوران
8810,عبدالرضا  رضائی‌نیا,,انتشارات سپیده باوران
8811,سید ابراهیم رئوف موسوی,,انتشارات سدید
8812,,,داستان خلاقانه سال
8824,,,روزنامه کیهان
8828,جلیل صفربیگی,,انتشارات سپیده باوران
8829,میلاد عرفان پور,,انتشارات سپیده باوران
8830,میلاد عرفان پور,,انتشارات سپیده باوران
8832,علیرضا سپاهی لایین,,انتشارات سپیده باوران
8833,رقیه ندیری,,انتشارات سپیده باوران
8834,جیمز ماتسن  تامسون,داود  طبایی,نشر افکار
8835,ژولین  گرین,داوود  نوابی,نشر نون
8837,عباس حسین نژاد,,انتشارات سپیده باوران
8839,اسماعیل شرفی,,انتشارات سپیده باوران
8840,اسماعیل امینی,,انتشارات سپیده باوران
8841,طیبه بقایی اردکانی,,انتشارات سپیده باوران
8842,فرشید  بازغی,,نشر افکار
8843,مایکل  کاکس,شهره نورصالحی,نشر پیدایش
8865,مهرداد صدقی,,انتشارات سپیده باوران
8871,سیدعلی‌اصغر علوی,,انتشارات سدید
8872,عادل پیغامی,,انتشارات سدید
8873,شهریار زرشناس,,انتشارات سدید
8882,,,روزنامه ایران ورزشی
8896,محمدعلی  نقیب‌ الممالک,,گروه انتشاراتی ققنوس
8897,شروین وکیلی,,نشر شورآفرین
8898,عین‌اله  ارشادی,,انتشارات راه ابریشم
8921,مایک  پاور,شهرام محمدخانی,انتشارات ورای دانش
8924,مارک  فیشر,نگار  ساسانی,نشر افکار
8925,ناتاشا  امیری,,گروه انتشاراتی ققنوس
8926,وین دایر,محمدرضا اخلاقی‌منش,انتشارات پر
8942,,,روزنامه شرق
8944,,,نشریه نیویورکفا
8945,شروین وکیلی,,ناشر مؤلف
8946,دنیس  آرنولد,غلامحسین  میرزاصالح,انتشارات مازیار
8947,هاروکی موراکامی,فرزین  فرزام,گروه انتشاراتی ققنوس
8966,اسماعیل  شیخلی,محمد  خلیلی,انتشارات مازیار
8968,عطاءالله ‌بن حسام  واعظ هروی,,گروه انتشاراتی ققنوس
8993,آرنو  گایگر,شیرین  قرشی,گروه انتشاراتی ققنوس
8995,وین دایر,مهدی اصغرپور,انتشارات پر
8996,گری  پول,رضا مرتضوی,انتشارات چرخ زمان
9013,,,هفته‌نامه پنجره
9017,سادنیک  چم,,انتشارات نظری
9022,مهدی گلشنی,,پژوهشگاه علوم انسانی و مطالعات فرهنگی
9025,محمد ثنایی‌فر,,انتشارات سدید
9043,,,کلیک
9044,,محمّد مهدی  رضایی,نشر جمال
9049,سیدعلی‌اصغر علوی,,انتشارات سدید
9050,امیر  خداوردی,,گروه انتشاراتی ققنوس
9052,جان  پاکینگ هرن,حسین  معصومی همدانی,فرهنگ معاصر
9054, محسن الهامیان,,انتشارات سوره مهر
9065,,,روزنامه قانون
9077,مارتین  مک‌دونا,بهرنگ  رجبی,نشر بیدگل
9078,جویس‌کرول اُتس,ربابه  جلایر,نشر شورآفرین
9091,,,روزنامه اعتماد
9098,,,روزنامه وطن امروز
9104,علیرضا  روشن,,نشر نون
9105,علیرضا سبحانی‌نسب,,نشر جمال
9106,ملانی  میچل,محمد صالح  سعادتمند,نشر شورآفرین
9108,جفری  آرچر,فرید یاسمین,ناشر مؤلف
9110,چیستا یثربی,,ناشر مؤلف
9111,چیستا یثربی,,ناشر مؤلف
9162,,,هفته‌نامه صدا
9183,علیرضا سبحانی‌نسب,,نشر جمال
9184,آندره ژید,محسن فارسی,انتشارات جامی
9185,مارتین  مک‌دونا,بهرنگ  رجبی,نشر بیدگل
9186,مجید  شیرزادی,,نشر گل‌واژه
9187,امید مهدی‌نژاد,,انتشارات سپیده باوران
9188,مهرداد صدقی,,انتشارات سپیده باوران
9189,مجید  شیرزادی,,نشر گل‌واژه
9190,مریم فلاح,,نشر گل‌واژه
9191,علی معلم‌دامغانی,,انتشارات سپیده باوران
9192,آذر  رضایی ,,نشر گل‌واژه
9193,آذر  رضایی ,,نشر گل‌واژه
9194,,,دانش نگاران برنا
9195,,,دانش نگاران برنا
9196,,,دانش نگاران برنا
9197,,,دانش نگاران برنا
9220,فرد  کاپلان,سمیه  کرمی,نشر شورآفرین
9221,پروین  مختاری,,گروه انتشاراتی ققنوس
9223,نیکلاس کار,محمود حبیبی,نشر گمان
9233,علی‌بن‌موسی ابن طاووس,فریده  مهدوی دامغانی ,انتشارات بین‌المللی الهدی
9234,جواد  مرتضایی,,انتشارات آوای نور
9235,جلیل صفربیگی,,انتشارات سپیده باوران
9236,جین آستن,عباس  کرمی‌فر,انتشارات پر
9238,ایوان تورگینیف,محمود حدادی,کتاب کوله پشتی
9257,موریس لبلان,متین  ابراهیمی,انتشارات جامی
9259,محمدحسین سرخوش,,نشر گل‌واژه
9260,منیره  حسینی,,نشر گل‌واژه
9261,محمدحسین سرخوش,,نشر گل‌واژه
9262,محمد  مفتاحی,,نشر گل‌واژه
9283,م‍ح‍م‍د‌ب‍اق‍رب‍ن‌ م‍ح‍م‍دت‍ق‍ی‌ مجلسی,,انتشارات امام علی بن ابی طالب (ع)
9287,یعسوب  محسنی,,کتاب کوله پشتی
9288,جی. دی. سلینجر,کیومرث پارسای,انتشارات جامی
9308,محمد حسین  فضل‌الله,هاشم عبداللهی,انتشارات سپیده باوران
9309,حمیدرضا  عبدلی مهرجردی,,انتشارات آوای نور
9310,میچ البوم,سحر توکلی,کتاب کوله پشتی
9312,جورج اورول,سیروس  نورآبادی,نشر شورآفرین
9316,اچ. پی لاوکرفت,رضا مرتضوی,انتشارات چرخ زمان
9334,عباس سقایی,,ناشر مؤلف
9339,الکس فرگوسن,حسین گازر,کتاب کوله پشتی
9340,علی اکبر  شیرژیان,,نشر شورآفرین
9362,عباس احمدی,,انتشارات سپیده باوران
9364,جلیل صفربیگی,,انتشارات سپیده باوران
9365,سید هانی رضوی,,نشر گل‌واژه
9366,عبدالحسین انصاری,,انتشارات سپیده باوران
9368,فاطمه انصاری مهابادی,,نشر گل‌واژه
9369,پریسا عظیمیان,,نشر گل‌واژه
9370,علیرضا  بی‌غم,,نشر گل‌واژه
9371,سید مجید  یوسف‌زاده,,نشر گل‌واژه
9373,امیرمحمد  هویدی‌اردستانی,,نشر گل‌واژه
9374,محسن  اصغری‌تاری,,نشر گل‌واژه
9375,مصطفی  نجفی,,نشر گل‌واژه
9376,محمدعلی  زیرک,,نشر گل‌واژه
9378,یعسوب  محسنی,,کتاب کوله پشتی
9380,حسین  ساعدی,,نشر گل‌واژه
9381,آمنه سحرخیز پورشیرازی,,نشر گل‌واژه
9382,نوشین  صادق‌پور,,نشر گل‌واژه
9383,خدیجه سلطانی,,نشر گل‌واژه
9388,علی  هاشمی طاهری,,نشر گل‌واژه
9389,فاطمه  حیدری,,نشر گل‌واژه
9392,فاطمه  رفیعیان,,نشر گل‌واژه
42177,چیپ هیث,مرجان منشی,نشر نوین
9418,احمد پورباقریان,,نشر گل‌واژه
9421,مایکل  آکسورتی,شهربانو  صارمی,گروه انتشاراتی ققنوس
9422,جان  لینهان,منیژه  مدبر,انتشارات مازیار
9423,بری کیت  گرانت,شیوا مقانلو,نشر بیدگل
9425,حمیدرضا  مرادی حقیقی,,نشر گل‌واژه
9431,افشین  ابوالحسنی,,نشر گل‌واژه
9432,حسین  آذرحزین,,نشر گل‌واژه
9433,پگاه میرزایی,,نشر گل‌واژه
9434,حامد اصلانی,,نشر گل‌واژه
42202,اورهان پاموک,عین‌له غریب,نشر چشمه
9436,مصطفی  جعفری,,نشر گل‌واژه
9437,حامد اصلانی,,نشر گل‌واژه
9438,حسین  آذرحزین,,نشر گل‌واژه
9439,پگاه میرزایی,,نشر گل‌واژه
42203,مسعود ضرغامیان,,نشر چشمه
42204,فلامک جنیدی,,نشر چشمه
42206,تریسی شوالیه,گلی امامی,نشر چشمه
9443,زهرا سادات اخوت,,انتشارات پژوهش اخوت
9444,محمد رضایی بختیاری,,انتشارات پژوهش اخوت
42208,پابلو نرودا,احمد پوری,نشر چشمه
42209,بلین هاردن,مسعود یوسف حصیرچین,نشر چشمه
42210,شرلی جکسون,بهرام فرهنگ,نشر چشمه
42211,گی‌پرمو مارتینیس,ونداد جلیلی,نشر چشمه
42213,کتایون سنگستانی,,نشر چرخ
42214,اورهان پاموک,,نشر چشمه
42216,آذردخت بهرامی,,نشر چشمه
42218,زهره کافی,,انتشارات لک لک
42220,یاسمن خلیلی‌فرد,,نشر چرخ
42221,شهلا زرلکی,,نشر چرخ
42223,محمدهاشم  اکبریانی,,نشر چشمه
42224,,,هفته‌نامه صدا
42225,علی صفایی حائری,,انتشارات لیله القدر
42227,,,فصلنامه آرمان‌گرا
42229,,,هفته‌نامه کرگدن
42237,مارک ویکتور  هانسن,,شادن پژواک
9474,زهره  مرادی تیره‌لر,,نشر گل‌واژه
9481,محسن  اصغری‌تاری,,نشر گل‌واژه
42252,,,ناشر مؤلف
9487,زیگموند فروید,بنیامین  مرادی,انتشارات جامی
9488,محسن فصیحی,,نشر گل‌واژه
42255,کیانوش گلزار راغب,,نشر سماوا
9490,حسین انام پور,,نشر گل‌واژه
9491,حامد اصلانی,,نشر گل‌واژه
42259,بیژن  اشتری,,نشر ثالث
9493,سیدعلی‌اصغر علوی,,انتشارات سدید
9494,پگاه میرزایی,,نشر گل‌واژه
9496,حسین  آذرحزین,,نشر گل‌واژه
42264,محمد خادمی شیرازی,,انتشارات کتاب جمکران
42265,حمید حسام,,انتشارات روایت ۲۷ بعثت
9499,سید راشد اخوت,,انتشارات پژوهش اخوت
9500,سید راشد اخوت,,انتشارات پژوهش اخوت
9501,محمد موسوی,,انتشارات پژوهش اخوت
42266,محمدحسن شاه‌آبادی,,انتشارات کتاب جمکران
42270,,,فصلنامه آرمان‌گرا
9525,جلیل صفربیگی,,انتشارات سپیده باوران
9526,,,کلیک
9527,حبیب الله  فرحزاد,,انتشارات عطش
42299,دارن هاردی,,انتشارات نگاه نوین
42300,جان بویر,روزبه افشاری,نشر نوین
9534,ماجد اخوت,,انتشارات پژوهش اخوت
42302,جوئل اوستین,,ناشر مؤلف
9538,سید محمد موسوی,,انتشارات پژوهش اخوت
9541,مری   چیس,ثنا  ولدخانی,نشر بیدگل
42310,علی صفایی حائری,,انتشارات لیله القدر
42327,,,روزنامه سازندگی
9561,,,روزنامه ایران ورزشی
42335,مارک ویکتور  هانسن,,شادن پژواک
9578,هشام  مطر,شبنم  سمیعیان,کتاب کوله پشتی
9580,طاهره  مشایخ,,انتشارات سپیدرود
